SAMPID	SMTSD
GTEX-1JN1M-0011-R11b-SM-G71LE	Brain - Cerebellar Hemisphere
GTEX-1JN1M-0011-R2b-SM-G6JGL	Brain - Substantia nigra
GTEX-1JN1M-0011-R2b-SM-G9EPE	Brain - Substantia nigra
GTEX-1JN1M-0011-R4b-SM-F6494	Brain - Amygdala
GTEX-1JN1M-0011-R4b-SM-G6DNQ	Brain - Amygdala
GTEX-1JN1M-0011-R6b-SM-G7POE	Brain - Nucleus accumbens (basal ganglia)
GTEX-1JN1M-0011-R6b-SM-G9EQ7	Brain - Nucleus accumbens (basal ganglia)
GTEX-1JN1M-0011-R8b-SM-F6485	Brain - Hypothalamus
GTEX-1JN1M-0011-R8b-SM-G6V2C	Brain - Hypothalamus
GTEX-1JN1M-0011-R9a-SM-EZ6MR	Brain - Spinal cord (cervical c-1)
GTEX-1JN1M-0011-R9a-SM-G8EZS	Brain - Spinal cord (cervical c-1)
GTEX-1JN1M-0011-R9a-SM-G8F3F	Brain - Spinal cord (cervical c-1)
GTEX-1JN1M-0011-R9a-SM-G9EPU	Brain - Spinal cord (cervical c-1)
GTEX-1JN1M-0126-SM-D4P23	Adipose - Subcutaneous
GTEX-1JN1M-0126-SM-GEJ1D	Adipose - Subcutaneous
GTEX-1JN1M-0226-SM-D4P2U	Nerve - Tibial
GTEX-1JN1M-0326-SM-CYPT3	Skin - Sun Exposed (Lower leg)
GTEX-1JN1M-0326-SM-G7POT	Skin - Sun Exposed (Lower leg)
GTEX-1JN1M-0426-SM-CY8IN	Artery - Tibial
GTEX-1JN1M-0426-SM-G66ZZ	Artery - Tibial
GTEX-1JN1M-0526-SM-CJI3D	Muscle - Skeletal
GTEX-1JN1M-0526-SM-G7PN4	Muscle - Skeletal
GTEX-1JN1M-0926-SM-D4P2V	Artery - Coronary
GTEX-1JN1M-0926-SM-G5WA2	Artery - Coronary
GTEX-1JN1M-1026-SM-CNPOS	Heart - Left Ventricle
GTEX-1JN1M-1026-SM-G6UE7	Heart - Left Ventricle
GTEX-1JN1M-1826-SM-ARU92	Esophagus - Gastroesophageal Junction
GTEX-1JN1M-1826-SM-G71LB	Esophagus - Gastroesophageal Junction
GTEX-1JN1M-1926-SM-G63AB	Esophagus - Mucosa
GTEX-1JN1M-1926-SM-HM8SZ	Esophagus - Mucosa
GTEX-1JN1M-2026-SM-D4P2W	Esophagus - Muscularis
GTEX-1JN1M-2026-SM-G6V1E	Esophagus - Muscularis
GTEX-1JN1M-2126-SM-D4P2X	Ovary
GTEX-1JN1M-2126-SM-G71MU	Ovary
GTEX-1JN1M-2126-SM-GW212	Ovary
GTEX-1JN1M-2326-SM-ARZNG	Vagina
GTEX-1JN1M-2326-SM-G7PMP	Vagina
GTEX-1JN1M-2426-SM-ARU93	Minor Salivary Gland
GTEX-1JN1M-2426-SM-G89Z5	Minor Salivary Gland
GTEX-1JN1M-2626-SM-CY8I3	Colon - Transverse
GTEX-1JN1M-2626-SM-G7UFV	Colon - Transverse
GTEX-1JN1M-2626-SM-GW1VZ	Colon - Transverse
GTEX-1JN1M-2726-SM-CY8I4	Skin - Not Sun Exposed (Suprapubic)
GTEX-1JN1M-2726-SM-G8A6J	Skin - Not Sun Exposed (Suprapubic)
GTEX-1JN1M-2926-SM-CNNPJ	Stomach
GTEX-1JN1M-2926-SM-G6KWW	Stomach
GTEX-1JN1M-3026-SM-CMKGK	Breast - Mammary Tissue
GTEX-1JN1M-3026-SM-G7POO	Breast - Mammary Tissue
GTEX-1JN1M-3126-SM-AHZ4E	Brain - Cerebellum
GTEX-1JN1M-3126-SM-G6OMQ	Brain - Cerebellum
GTEX-1JN1M-3326-SM-CXZJX	Pituitary
GTEX-1JN1M-3326-SM-G7UDJ	Pituitary
GTEX-1JN6P-0001-SM-DE1N7	Whole Blood
GTEX-1JN6P-0001-SM-DJWYE	Whole Blood
GTEX-1JN6P-0005-SM-COH2M	Whole Blood
GTEX-1JN6P-0005-SM-DIPEH	Whole Blood
GTEX-1JN6P-0005-SM-G6OK6	Whole Blood
GTEX-1JN6P-0008-SM-G7121	Cells - Cultured fibroblasts
GTEX-1JN6P-0011-R10a-SM-F6498	Brain - Frontal Cortex (BA9)
GTEX-1JN6P-0011-R10a-SM-G66J3	Brain - Frontal Cortex (BA9)
GTEX-1JN6P-0011-R1b-SM-G6UYY	Brain - Hippocampus
GTEX-1JN6P-0011-R1b-SM-G8LL3	Brain - Hippocampus
GTEX-1JN6P-0011-R3a-SM-G6UFL	Brain - Anterior cingulate cortex (BA24)
GTEX-1JN6P-0011-R3a-SM-G9EQG	Brain - Anterior cingulate cortex (BA24)
GTEX-1JN6P-0011-R3b-SM-G6KXP	Brain - Anterior cingulate cortex (BA24)
GTEX-1JN6P-0011-R3b-SM-G9EQ6	Brain - Anterior cingulate cortex (BA24)
GTEX-1JN6P-0011-R4a-SM-EZ6MS	Brain - Amygdala
GTEX-1JN6P-0011-R4a-SM-G6DOC	Brain - Amygdala
GTEX-1JN6P-0011-R4a-SM-G6OJM	Brain - Amygdala
GTEX-1JN6P-0011-R5b-SM-G5T3G	Brain - Caudate (basal ganglia)
GTEX-1JN6P-0011-R5b-SM-G9EPO	Brain - Caudate (basal ganglia)
GTEX-1JN6P-0011-R6b-SM-F6491	Brain - Nucleus accumbens (basal ganglia)
GTEX-1JN6P-0011-R6b-SM-G7FYJ	Brain - Nucleus accumbens (basal ganglia)
GTEX-1JN6P-0011-R7a-SM-F2TA5	Brain - Putamen (basal ganglia)
GTEX-1JN6P-0011-R7a-SM-G6UF3	Brain - Putamen (basal ganglia)
GTEX-1JN6P-0011-R8a-SM-F6499	Brain - Hypothalamus
GTEX-1JN6P-0011-R8a-SM-G6LE2	Brain - Hypothalamus
GTEX-1JN6P-0011-R9a-SM-G7PM2	Brain - Spinal cord (cervical c-1)
GTEX-1JN6P-0011-R9a-SM-G8LM9	Brain - Spinal cord (cervical c-1)
GTEX-1JN6P-0126-SM-D3L98	Skin - Sun Exposed (Lower leg)
GTEX-1JN6P-0126-SM-GB1WS	Skin - Sun Exposed (Lower leg)
GTEX-1JN6P-0226-SM-COH34	Adipose - Subcutaneous
GTEX-1JN6P-0226-SM-G6OL7	Adipose - Subcutaneous
GTEX-1JN6P-0326-SM-CNPPB	Nerve - Tibial
GTEX-1JN6P-0326-SM-G6OL4	Nerve - Tibial
GTEX-1JN6P-0426-SM-D3L99	Artery - Tibial
GTEX-1JN6P-0426-SM-GEGUL	Artery - Tibial
GTEX-1JN6P-0526-SM-COH33	Muscle - Skeletal
GTEX-1JN6P-0526-SM-G7PPZ	Muscle - Skeletal
GTEX-1JN6P-0626-SM-ARZN6	Thyroid
GTEX-1JN6P-0626-SM-G6JF8	Thyroid
GTEX-1JN6P-0726-SM-ARZN7	Lung
GTEX-1JN6P-0726-SM-G7PP3	Lung
GTEX-1JN6P-0826-SM-ARL97	Heart - Atrial Appendage
GTEX-1JN6P-0826-SM-G8324	Heart - Atrial Appendage
GTEX-1JN6P-1126-SM-CKZON	Heart - Left Ventricle
GTEX-1JN6P-1126-SM-G6DMF	Heart - Left Ventricle
GTEX-1JN6P-1626-SM-CYPSV	Adipose - Visceral (Omentum)
GTEX-1JN6P-1626-SM-G8FEF	Adipose - Visceral (Omentum)
GTEX-1JN6P-1926-SM-GW1EO	Colon - Transverse
GTEX-1JN6P-2126-SM-ARL98	Colon - Sigmoid
GTEX-1JN6P-2126-SM-G66Z6	Colon - Sigmoid
GTEX-1JN6P-2426-SM-ARL99	Breast - Mammary Tissue
GTEX-1JN6P-2426-SM-G8FEJ	Breast - Mammary Tissue
GTEX-1JN6P-2526-SM-CNNPX	Minor Salivary Gland
GTEX-1JN6P-2526-SM-E9IK1	Minor Salivary Gland
GTEX-1JN6P-2526-SM-G5T2F	Minor Salivary Gland
GTEX-1JN6P-2626-SM-D4P3C	Prostate
GTEX-1JN6P-2626-SM-G66I4	Prostate
GTEX-1JN6P-2826-SM-CXZJK	Testis
GTEX-1JN6P-2826-SM-G6UDO	Testis
GTEX-1JN6P-2926-SM-CL54D	Skin - Not Sun Exposed (Suprapubic)
GTEX-1JN6P-2926-SM-G78GZ	Skin - Not Sun Exposed (Suprapubic)
GTEX-1JN6P-3226-SM-D4P3D	Pituitary
GTEX-1JN6P-3226-SM-E6CPL	Pituitary
GTEX-1JN6P-3226-SM-E9U6S	Pituitary
GTEX-1JN6P-3226-SM-G63BI	Pituitary
GTEX-1JN76-0002-SM-G6726	Cells - EBV-transformed lymphocytes
GTEX-1JN76-0002-SM-HKZYH	Cells - EBV-transformed lymphocytes
GTEX-1JN76-0004-SM-DE1KU	Whole Blood
GTEX-1JN76-0004-SM-DJWYP	Whole Blood
GTEX-1JN76-0005-SM-COH28	Whole Blood
GTEX-1JN76-0005-SM-EAZ3B	Whole Blood
GTEX-1JN76-0005-SM-EXOIB	Whole Blood
GTEX-1JN76-0005-SM-G76SN	Whole Blood
GTEX-1JN76-0008-SM-G6ZZ2	Cells - Cultured fibroblasts
GTEX-1JN76-0126-SM-CNPPE	Skin - Sun Exposed (Lower leg)
GTEX-1JN76-0126-SM-G78HW	Skin - Sun Exposed (Lower leg)
GTEX-1JN76-0226-SM-CMKGO	Adipose - Subcutaneous
GTEX-1JN76-0326-SM-ARZNJ	Muscle - Skeletal
GTEX-1JN76-0326-SM-G6OKD	Muscle - Skeletal
GTEX-1JN76-0426-SM-ARZNK	Nerve - Tibial
GTEX-1JN76-0426-SM-G6UZM	Nerve - Tibial
GTEX-1JN76-0526-SM-CM2SH	Artery - Tibial
GTEX-1JN76-0526-SM-G6ZYJ	Artery - Tibial
GTEX-1JN76-0626-SM-CKZOQ	Skin - Not Sun Exposed (Suprapubic)
GTEX-1JN76-0626-SM-G6LCI	Skin - Not Sun Exposed (Suprapubic)
GTEX-1JN76-0826-SM-C1YRK	Lung
GTEX-1JN76-0826-SM-G6EGO	Lung
GTEX-1JN76-0826-SM-GW1SB	Lung
GTEX-1JN76-0925-A-SM-AW8P7	Stomach - Mixed Cell
GTEX-1JN76-0925-A-SM-G639S	Stomach - Mixed Cell
GTEX-1JN76-0925-B-SM-AW8Q4	Stomach - Mucosa
GTEX-1JN76-0925-C-SM-AW8PV	Stomach - Muscularis
GTEX-1JN76-0925-C-SM-GB1V7	Stomach - Muscularis
GTEX-1JN76-0926-SM-ARZNH	Stomach
GTEX-1JN76-0926-SM-G7PMQ	Stomach
GTEX-1JN76-1026-SM-ARZNI	Adipose - Visceral (Omentum)
GTEX-1JN76-1026-SM-G6UZL	Adipose - Visceral (Omentum)
GTEX-1JN76-1126-SM-C1YRL	Small Intestine - Terminal Ileum
GTEX-1JN76-1126-SM-G6EGP	Small Intestine - Terminal Ileum
GTEX-1JN76-1226-SM-C1YRM	Colon - Transverse
GTEX-1JN76-1226-SM-G6ZZI	Colon - Transverse
GTEX-1JN76-1226-SM-GW211	Colon - Transverse
GTEX-1JN76-1326-SM-ARU94	Colon - Sigmoid
GTEX-1JN76-1326-SM-G7PMJ	Colon - Sigmoid
GTEX-1JN76-1426-SM-AHZ4F	Ovary
GTEX-1JN76-1426-SM-G7F9B	Ovary
GTEX-1JN76-1426-SM-GW215	Ovary
GTEX-1JN76-1526-SM-CNPPF	Vagina
GTEX-1JN76-1526-SM-G89ZJ	Vagina
GTEX-1JN76-1626-SM-CNNQ3	Uterus
GTEX-1JN76-1626-SM-G6EHA	Uterus
GTEX-1K2DA-0002-SM-ANILQ	Whole Blood
GTEX-1K2DA-0002-SM-AYROF	Whole Blood
GTEX-1K2DA-0003-SM-G7PQY	Cells - EBV-transformed lymphocytes
GTEX-1K2DA-0003-SM-HKZZ3	Cells - EBV-transformed lymphocytes
GTEX-1K2DA-0005-SM-COH29	Whole Blood
GTEX-1K2DA-0005-SM-DIPE7	Whole Blood
GTEX-1K2DA-0005-SM-G6JEZ	Whole Blood
GTEX-1K2DA-0008-SM-G6JJ2	Cells - Cultured fibroblasts
GTEX-1K2DA-0126-SM-CGQGV	Spleen
GTEX-1K2DA-0126-SM-G7PPO	Spleen
GTEX-1K2DA-0226-SM-CGQGW	Adrenal Gland
GTEX-1K2DA-0226-SM-G7UD9	Adrenal Gland
GTEX-1K2DA-0326-SM-CGQGX	Pancreas
GTEX-1K2DA-0326-SM-G7PPP	Pancreas
GTEX-1K2DA-0426-SM-HL11B	Lung
GTEX-1K2DA-0526-SM-CGQGY	Esophagus - Gastroesophageal Junction
GTEX-1K2DA-0526-SM-G5W9S	Esophagus - Gastroesophageal Junction
GTEX-1K2DA-0626-SM-CGQGO	Esophagus - Mucosa
GTEX-1K2DA-0626-SM-G6ON8	Esophagus - Mucosa
GTEX-1K2DA-0726-SM-CGQGC	Esophagus - Muscularis
GTEX-1K2DA-0726-SM-G7PN3	Esophagus - Muscularis
GTEX-1K2DA-0825-A-SM-AW8PB	Stomach - Mixed Cell
GTEX-1K2DA-0825-A-SM-G6EGA	Stomach - Mixed Cell
GTEX-1K2DA-0825-B-SM-AW8Q5	Stomach - Mucosa
GTEX-1K2DA-0825-C-SM-AW8PX	Stomach - Muscularis
GTEX-1K2DA-0826-SM-CGQGD	Stomach
GTEX-1K2DA-0826-SM-G7UFO	Stomach
GTEX-1K2DA-0926-SM-CGQGE	Artery - Aorta
GTEX-1K2DA-1026-SM-CGQGF	Skin - Not Sun Exposed (Suprapubic)
GTEX-1K2DA-1026-SM-G66HV	Skin - Not Sun Exposed (Suprapubic)
GTEX-1K2DA-1126-SM-CGQGG	Adipose - Visceral (Omentum)
GTEX-1K2DA-1126-SM-G5W9R	Adipose - Visceral (Omentum)
GTEX-1K2DA-1226-SM-CGQGH	Prostate
GTEX-1K2DA-1226-SM-G6KW5	Prostate
GTEX-1K2DA-1326-SM-CGQGP	Testis
GTEX-1K2DA-1326-SM-G6KW6	Testis
GTEX-1K2DA-1526-SM-CGQGQ	Thyroid
GTEX-1K2DA-1526-SM-G63ED	Thyroid
GTEX-1K2DA-1626-SM-CGQGB	Colon - Sigmoid
GTEX-1K2DA-1626-SM-G63EC	Colon - Sigmoid
GTEX-1K2DA-1726-SM-CGQGS	Breast - Mammary Tissue
GTEX-1K2DA-1726-SM-GEGUP	Breast - Mammary Tissue
GTEX-1K2DA-1826-SM-CGQGT	Skin - Sun Exposed (Lower leg)
GTEX-1K2DA-1826-SM-G8F23	Skin - Sun Exposed (Lower leg)
GTEX-1K2DA-1926-SM-CGQGU	Nerve - Tibial
GTEX-1K2DA-1926-SM-G8A6E	Nerve - Tibial
GTEX-1K2DA-2026-SM-CGQGK	Colon - Transverse
GTEX-1K2DA-2026-SM-G7F9O	Colon - Transverse
GTEX-1K2DA-2126-SM-CGQGL	Adipose - Subcutaneous
GTEX-1K2DA-2226-SM-CGQGM	Muscle - Skeletal
GTEX-1K2DA-2226-SM-G5T1G	Muscle - Skeletal
GTEX-1K2DA-2326-SM-CGQGN	Artery - Tibial
GTEX-1K2DA-2326-SM-G78HD	Artery - Tibial
GTEX-1K2DU-0001-SM-G8343	Cells - EBV-transformed lymphocytes
GTEX-1K2DU-0001-SM-HKZZ4	Cells - EBV-transformed lymphocytes
GTEX-1K2DU-0003-SM-DJWWE	Whole Blood
GTEX-1K2DU-0004-SM-E6UGM	Whole Blood
GTEX-1K2DU-0005-SM-COH2A	Whole Blood
GTEX-1K2DU-0005-SM-DIPE8	Whole Blood
GTEX-1K2DU-0005-SM-G8A6A	Whole Blood
GTEX-1K2DU-0008-SM-G639C	Cells - Cultured fibroblasts
GTEX-1K2DU-0126-SM-E9TIU	Thyroid
GTEX-1K2DU-0126-SM-G6UEK	Thyroid
GTEX-1K2DU-0226-SM-DIPF6	Heart - Atrial Appendage
GTEX-1K2DU-0226-SM-G7UFI	Heart - Atrial Appendage
GTEX-1K2DU-0526-SM-D4P2Y	Lung
GTEX-1K2DU-0526-SM-G7UDR	Lung
GTEX-1K2DU-0726-SM-DIPF7	Adipose - Visceral (Omentum)
GTEX-1K2DU-0726-SM-G89Z8	Adipose - Visceral (Omentum)
GTEX-1K2DU-0826-SM-DHXKA	Adrenal Gland
GTEX-1K2DU-0826-SM-G836I	Adrenal Gland
GTEX-1K2DU-0926-SM-DHXKB	Kidney - Cortex
GTEX-1K2DU-0926-SM-G6UDI	Kidney - Cortex
GTEX-1K2DU-1026-SM-DHXKC	Pancreas
GTEX-1K2DU-1026-SM-G639L	Pancreas
GTEX-1K2DU-1226-SM-CYPT4	Skin - Not Sun Exposed (Suprapubic)
GTEX-1K2DU-1226-SM-G8EZU	Skin - Not Sun Exposed (Suprapubic)
GTEX-1K2DU-1326-SM-CYPT5	Artery - Aorta
GTEX-1K2DU-1326-SM-G6ZYO	Artery - Aorta
GTEX-1K2DU-1626-SM-DHXKD	Esophagus - Muscularis
GTEX-1K2DU-1626-SM-G639M	Esophagus - Muscularis
GTEX-1K2DU-1726-SM-EV79S	Esophagus - Mucosa
GTEX-1K2DU-1726-SM-G6EGR	Esophagus - Mucosa
GTEX-1K2DU-2226-SM-CXZJY	Testis
GTEX-1K2DU-2226-SM-G71MG	Testis
GTEX-1K2DU-2326-SM-E9TIV	Skin - Sun Exposed (Lower leg)
GTEX-1K2DU-2326-SM-G6V22	Skin - Sun Exposed (Lower leg)
GTEX-1K2DU-2526-SM-D3L8V	Muscle - Skeletal
GTEX-1K2DU-2526-SM-G8KSQ	Muscle - Skeletal
GTEX-1K2DU-2626-SM-D3L8W	Nerve - Tibial
GTEX-1K2DU-2626-SM-G8FFT	Nerve - Tibial
GTEX-1K2DU-2726-SM-EXOJQ	Artery - Tibial
GTEX-1K2DU-2726-SM-G8KW3	Artery - Tibial
GTEX-1K2DU-5001-SM-AN48D	Heart - Left Ventricle
GTEX-1K2DU-5004-SM-AN48C	Lung
GTEX-1K9T9-0001-SM-G711M	Cells - EBV-transformed lymphocytes
GTEX-1K9T9-0001-SM-HKZZB	Cells - EBV-transformed lymphocytes
GTEX-1K9T9-0004-SM-DE1N9	Whole Blood
GTEX-1K9T9-0004-SM-DJWYM	Whole Blood
GTEX-1K9T9-0006-SM-COH2B	Whole Blood
GTEX-1K9T9-0006-SM-DIPE9	Whole Blood
GTEX-1K9T9-0006-SM-G7PMU	Whole Blood
GTEX-1K9T9-0008-SM-G6OM2	Cells - Cultured fibroblasts
GTEX-1K9T9-0126-SM-EVYCF	Skin - Sun Exposed (Lower leg)
GTEX-1K9T9-0126-SM-G6JFB	Skin - Sun Exposed (Lower leg)
GTEX-1K9T9-0226-SM-E9U6K	Adipose - Subcutaneous
GTEX-1K9T9-0326-SM-EWRNQ	Muscle - Skeletal
GTEX-1K9T9-0326-SM-G5WN1	Muscle - Skeletal
GTEX-1K9T9-0426-SM-E9U6L	Nerve - Tibial
GTEX-1K9T9-0526-SM-CYPT6	Artery - Tibial
GTEX-1K9T9-0626-SM-CXZKY	Spleen
GTEX-1K9T9-0626-SM-G6EH1	Spleen
GTEX-1K9T9-0726-SM-CXZJZ	Liver
GTEX-1K9T9-0726-SM-G5SXL	Liver
GTEX-1K9T9-0826-SM-EAZ4X	Thyroid
GTEX-1K9T9-0826-SM-G6KWR	Thyroid
GTEX-1K9T9-0926-SM-D3L9C	Lung
GTEX-1K9T9-0926-SM-G6JFE	Lung
GTEX-1K9T9-1026-SM-D3L9D	Artery - Coronary
GTEX-1K9T9-1026-SM-GAPO3	Artery - Coronary
GTEX-1K9T9-1126-SM-D3L9E	Heart - Left Ventricle
GTEX-1K9T9-1126-SM-G7PNB	Heart - Left Ventricle
GTEX-1K9T9-1226-SM-EVR4R	Heart - Atrial Appendage
GTEX-1K9T9-1226-SM-G7FXW	Heart - Atrial Appendage
GTEX-1K9T9-1326-SM-E6CJN	Artery - Aorta
GTEX-1K9T9-1326-SM-G8F19	Artery - Aorta
GTEX-1K9T9-1426-SM-DIPFQ	Breast - Mammary Tissue
GTEX-1K9T9-1426-SM-G6ZYR	Breast - Mammary Tissue
GTEX-1K9T9-1526-SM-DIPFR	Skin - Not Sun Exposed (Suprapubic)
GTEX-1K9T9-1526-SM-G7PMY	Skin - Not Sun Exposed (Suprapubic)
GTEX-1K9T9-1626-SM-DIPFS	Adipose - Visceral (Omentum)
GTEX-1K9T9-1626-SM-G66HP	Adipose - Visceral (Omentum)
GTEX-1K9T9-1726-SM-CXZK1	Pancreas
GTEX-1K9T9-1726-SM-G835X	Pancreas
GTEX-1K9T9-1826-SM-CXZK2	Kidney - Cortex
GTEX-1K9T9-1826-SM-G63AP	Kidney - Cortex
GTEX-1K9T9-2026-SM-CXZK3	Esophagus - Mucosa
GTEX-1K9T9-2026-SM-G7UDK	Esophagus - Mucosa
GTEX-1K9T9-2426-SM-DHXKT	Ovary
GTEX-1K9T9-2426-SM-G6ON7	Ovary
GTEX-1K9T9-2426-SM-GW1SD	Ovary
GTEX-1K9T9-2526-SM-D3L9B	Uterus
GTEX-1K9T9-2526-SM-G76T2	Uterus
GTEX-1K9T9-2726-SM-D4P3E	Small Intestine - Terminal Ileum
GTEX-1K9T9-2726-SM-G6EH7	Small Intestine - Terminal Ileum
GTEX-1K9T9-2826-SM-D4P3F	Colon - Transverse
GTEX-1K9T9-2826-SM-G89ZF	Colon - Transverse
GTEX-1K9T9-2926-SM-E9TKD	Colon - Sigmoid
GTEX-1K9T9-2926-SM-G6JG9	Colon - Sigmoid
GTEX-1K9T9-5004-SM-AN48E	Muscle - Skeletal
GTEX-1K9T9-5010-SM-AN48G	Heart - Left Ventricle
GTEX-1KAFJ-0001-SM-G6JIY	Cells - EBV-transformed lymphocytes
GTEX-1KAFJ-0001-SM-HK79N	Cells - EBV-transformed lymphocytes
GTEX-1KAFJ-0003-SM-DE1KV	Whole Blood
GTEX-1KAFJ-0003-SM-DJWYT	Whole Blood
GTEX-1KAFJ-0005-SM-9WPNZ	Whole Blood
GTEX-1KAFJ-0006-SM-9WPO1	Whole Blood
GTEX-1KAFJ-0126-SM-DIPEK	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KAFJ-0126-SM-G8A6C	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KAFJ-0126-SM-MN9WJ	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KAFJ-0226-SM-DIPEL	Breast - Mammary Tissue
GTEX-1KAFJ-0226-SM-G5WN9	Breast - Mammary Tissue
GTEX-1KAFJ-0326-SM-DHXJG	Lung
GTEX-1KAFJ-0326-SM-G836H	Lung
GTEX-1KAFJ-0326-SM-MN9WU	Lung
GTEX-1KAFJ-0426-SM-DHXJH	Thyroid
GTEX-1KAFJ-0426-SM-G71M3	Thyroid
GTEX-1KAFJ-0426-SM-MN9X6	Thyroid
GTEX-1KAFJ-0526-SM-DIPEM	Esophagus - Muscularis
GTEX-1KAFJ-0526-SM-G7FX3	Esophagus - Muscularis
GTEX-1KAFJ-0626-SM-D3L8X	Esophagus - Mucosa
GTEX-1KAFJ-0626-SM-G5SXX	Esophagus - Mucosa
GTEX-1KAFJ-0626-SM-MN9WT	Esophagus - Mucosa
GTEX-1KAFJ-0726-SM-CXZKF	Liver
GTEX-1KAFJ-0726-SM-G6ZZN	Liver
GTEX-1KAFJ-0826-SM-CYPTF	Adipose - Visceral (Omentum)
GTEX-1KAFJ-0826-SM-G7POU	Adipose - Visceral (Omentum)
GTEX-1KAFJ-1026-SM-D4P2Z	Spleen
GTEX-1KAFJ-1026-SM-G6UDZ	Spleen
GTEX-1KAFJ-1226-SM-D4P46	Prostate
GTEX-1KAFJ-1226-SM-G6DMQ	Prostate
GTEX-1KAFJ-1726-SM-CY8IC	Esophagus - Gastroesophageal Junction
GTEX-1KAFJ-1726-SM-G6LCQ	Esophagus - Gastroesophageal Junction
GTEX-1KAFJ-2026-SM-CY8ID	Skin - Sun Exposed (Lower leg)
GTEX-1KAFJ-2026-SM-G6JFK	Skin - Sun Exposed (Lower leg)
GTEX-1KAFJ-2026-SM-MN9VR	Skin - Sun Exposed (Lower leg)
GTEX-1KAFJ-2126-SM-CY8IE	Nerve - Tibial
GTEX-1KAFJ-2126-SM-G66ZY	Nerve - Tibial
GTEX-1KAFJ-2226-SM-D3L8Y	Artery - Tibial
GTEX-1KAFJ-2226-SM-G6OKV	Artery - Tibial
GTEX-1KAFJ-2326-SM-D3L8Z	Muscle - Skeletal
GTEX-1KAFJ-2326-SM-G832V	Muscle - Skeletal
GTEX-1KAFJ-2426-SM-D4P32	Adipose - Subcutaneous
GTEX-1KANA-0002-SM-G6OM3	Cells - EBV-transformed lymphocytes
GTEX-1KANA-0002-SM-HK79V	Cells - EBV-transformed lymphocytes
GTEX-1KANA-0003-SM-DE1N5	Whole Blood
GTEX-1KANA-0003-SM-DJWY3	Whole Blood
GTEX-1KANA-0005-SM-9YFLA	Whole Blood
GTEX-1KANA-0005-SM-COH2P	Whole Blood
GTEX-1KANA-0005-SM-DIPEI	Whole Blood
GTEX-1KANA-0005-SM-GEV1I	Whole Blood
GTEX-1KANA-0006-SM-9YFLB	Whole Blood
GTEX-1KANA-0008-SM-G7PQZ	Cells - Cultured fibroblasts
GTEX-1KANA-0126-SM-G7UE3	Thyroid
GTEX-1KANA-0126-SM-HK7AE	Thyroid
GTEX-1KANA-0226-SM-DIPF8	Nerve - Tibial
GTEX-1KANA-0226-SM-G6OK8	Nerve - Tibial
GTEX-1KANA-0326-SM-CXKY8	Artery - Tibial
GTEX-1KANA-0326-SM-GEJHJ	Artery - Tibial
GTEX-1KANA-0426-SM-CXZKH	Esophagus - Gastroesophageal Junction
GTEX-1KANA-0426-SM-G63EK	Esophagus - Gastroesophageal Junction
GTEX-1KANA-0526-SM-DIPF9	Esophagus - Muscularis
GTEX-1KANA-0526-SM-G6OK9	Esophagus - Muscularis
GTEX-1KANA-0626-SM-D4P3I	Esophagus - Mucosa
GTEX-1KANA-0726-SM-D3L9I	Skin - Sun Exposed (Lower leg)
GTEX-1KANA-0726-SM-G832X	Skin - Sun Exposed (Lower leg)
GTEX-1KANA-0826-SM-D3L9J	Adipose - Subcutaneous
GTEX-1KANA-0926-SM-D3L9K	Muscle - Skeletal
GTEX-1KANA-0926-SM-G8A6H	Muscle - Skeletal
GTEX-1KANA-1026-SM-D3L9L	Prostate
GTEX-1KANA-1026-SM-G63AY	Prostate
GTEX-1KANA-1125-A-SM-AW8PM	Stomach - Mixed Cell
GTEX-1KANA-1125-A-SM-G6KW3	Stomach - Mixed Cell
GTEX-1KANA-1125-B-SM-AW8OI	Stomach - Mucosa
GTEX-1KANA-1125-C-SM-AW8QM	Stomach - Muscularis
GTEX-1KANA-1126-SM-D3L9M	Stomach
GTEX-1KANA-1126-SM-G6JHY	Stomach
GTEX-1KANA-1226-SM-DHXKE	Spleen
GTEX-1KANA-1226-SM-G6JH6	Spleen
GTEX-1KANA-1326-SM-DIPFA	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KANA-1326-SM-G6JGR	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KANA-1426-SM-CY8IF	Adipose - Visceral (Omentum)
GTEX-1KANA-1426-SM-G6DMP	Adipose - Visceral (Omentum)
GTEX-1KANA-1526-SM-CXZKG	Pancreas
GTEX-1KANA-1526-SM-G6ONN	Pancreas
GTEX-1KANA-1626-SM-CXZL2	Testis
GTEX-1KANA-1626-SM-G7FA9	Testis
GTEX-1KANA-1726-SM-CY8IG	Colon - Sigmoid
GTEX-1KANA-1726-SM-G6V1B	Colon - Sigmoid
GTEX-1KANA-1926-SM-DHXKF	Colon - Transverse
GTEX-1KANA-1926-SM-G63E9	Colon - Transverse
GTEX-1KANA-2026-SM-DIPFB	Breast - Mammary Tissue
GTEX-1KANA-2026-SM-G6UZG	Breast - Mammary Tissue
GTEX-1KANB-0002-SM-G671V	Cells - EBV-transformed lymphocytes
GTEX-1KANB-0002-SM-HK78C	Cells - EBV-transformed lymphocytes
